STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-24,17.67,0,0,7.1,1,9,-14,,340,340,40.9,51,1,1,,,,,,1,1,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-25,6.26,0,0,7.1,-10,-6,-15,,350,350,12.1,14.1,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-26,10.74,0.02,0.7,7.9,-6,0,-17,,340,340,23,28,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-27,12.3,0.15,1.7,7.1,-11,4,-21,,140,150,30,40.9,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-28,13.2,0,0,7.9,1,6,-9,,330,340,31.1,38,1,,,,,,,1,1,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-29,19.69,0,0,7.9,-13,-6,-28,,340,340,31.1,40.9,1,,,,,,,1,1,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-30,4.92,0,0,7.9,-27,-18,-33,,300,310,12.1,15,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-31,12.53,0,0,7.9,-18,0,-26,,160,170,19.9,27.1,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-01,17,0,0,7.9,5,17,0,,160,170,30,40,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-02,7.16,0,0,7.9,13,21,6,,10,360,16.1,21,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-03,21.03,0.31,3.3,7.9,8,14,-3,,340,340,29.1,35.1,1,1,,,,,,1,1,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-04,19.01,0.08,0.9,11,-2,-1,-11,,330,330,28,35.1,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-05,9.62,0,0,11,-7,1,-11,,360,10,15,19.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-06,17,0.17,2.7,11,-1,2,-2,,350,350,25.9,33.1,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-07,25.28,0.21,2.7,14.2,-3,0,-10,,340,340,36,46.1,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-08,7.61,0,0,16.1,-14,-10,-27,,300,300,18.1,23,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-09,5.37,0,0,16.1,-12,4,-22,,40,50,14.1,17,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-10,8.05,0.07,0.7,16,-5,4,-16,,360,350,14.1,17,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-11,4.92,0.02,0.8,16.1,1,21,-13,,110,100,16.1,21.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-12,10.29,0.11,1.7,18.1,17,20,-5,,310,310,21,23.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-13,7.16,0,0,18.1,1,12,-4,,130,130,17,21,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-14,18.34,0.02,0.2,16.9,6,9,-6,,330,330,29.1,35.1,1,1,,,,,,1,1,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-15,7.61,0,0,16.9,-5,2,-16,,290,310,15,19,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-16,4.92,0,0,16.9,-3,15,-14,,340,60,8.9,12.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-17,12.08,0,0,16.9,8,14,-2,,340,360,18.1,21.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-18,6.49,0,0,16.9,-2,2,-12,,340,350,16.1,19.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-19,10.74,0,0,16.9,-3,11,-13,,190,150,18.1,21.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-20,9.17,0.29,2.9,16.9,14,22,10,,70,70,21,25.9,1,1,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-21,6.26,0,0,18.9,16,21,0,,250,250,13,19,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-22,5.37,0.27,3.5,18.9,6,22,-7,,60,210,10.1,13,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-23,9.84,0.07,0.9,22,20,24,7,,320,330,18.1,23.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-24,21.25,0,0,22,8,12,-11,,320,330,35.1,47,1,,,,,,,1,1,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-25,4.7,0,0,20.1,-10,-3,-21,,320,310,12.1,15,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-26,4.25,0.07,1.1,20.1,-6,2,-12,,350,170,8.9,11,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-27,11.18,0,0,20.9,-2,6,-15,,220,230,18.1,23,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-28,8.5,0,0,20.1,4,16,-6,,230,210,17,21.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-01,6.26,0.08,0.9,20.1,8,17,-9,,160,170,21.9,32,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-02,8.05,0,0,20.1,-2,2,-18,,330,340,18.1,21.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-03,12.97,0,0,20.1,-11,-1,-20,,290,280,21.9,27.1,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-04,15.43,0.03,0.3,18.9,-2,10,-11,,280,290,23.9,30,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-05,12.3,0,0,18.9,7,13,1,,260,300,18.1,21.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-06,6.93,0,0,18.9,6,14,-10,,340,340,15,17,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-07,5.37,0,0,18.1,-3,13,-17,,160,170,15,19.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-08,9.84,0,0,18.1,17,25,13,,160,150,15,21.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-09,13.42,0.9,9,16.9,26,30,21,,330,340,28,35.1,1,1,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-10,11.86,0,0.1,25.2,20,22,-1,,320,320,21.9,28,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-11,9.62,0,0,24,7,21,-7,,170,170,18.1,25.1,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-12,14.76,0,0,24,25,38,18,,160,160,21.9,31.1,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-13,11.18,0.51,0.9,22,30,33,24,,10,360,30,38.9,1,1,,,,1,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-14,32.44,0.06,0.3,22,32,33,24,,340,340,46.1,57,1,1,,,,1,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-15,11.63,0,0,22,26,31,11,,320,310,21.9,30,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-16,4.7,0,0,22,14,27,1,,190,190,14.1,16.1,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-17,7.61,0,0,20.9,24,34,15,,210,290,12.1,14.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-18,9.4,0,0,20.9,23,34,11,,180,190,17,21.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-19,8.28,0,0,20.1,31,35,29,,220,230,16.1,19.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-20,11.41,0,0,18.9,33,36,24,,340,340,21,25.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-21,7.83,0,0,18.9,30,41,20,,220,240,13,16.1,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-22,4.7,0,0,16.9,29,38,13,,340,330,13,13,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-23,8.5,0,0,16.1,29,40,18,,170,170,15,19.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-24,13.42,0,0,14.2,30,32,24,,360,350,23,29.1,1,1,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-25,3.8,0,0,14.2,25,35,19,,360,360,10.1,12.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-26,12.3,0,0,11.8,29,39,20,,160,170,21,28,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-27,10.96,0,0,11,38,45,33,,300,310,23,33.1,1,1,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-28,8.5,0,0,7.9,35,37,24,,340,310,17,25.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-29,14.32,0,0,7.1,31,44,22,,360,340,30,36.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-30,11.86,0,0,5.1,27,31,19,,360,350,25.9,33.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-31,9.4,0,0,5.1,29,37,23,,120,140,21.9,29.1,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-01,8.72,0,0,3.1,34,41,30,,230,220,17,23,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-02,14.99,0,0,2,36,42,28,,290,300,30,38.9,1,,,,1,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-03,7.38,0,0,1.2,32,37,22,,270,260,18.1,23.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-04,18.12,0,0,0,34,40,30,,160,140,28,36.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-05,9.62,0.04,0,0,39,45,37,,160,180,21,29.1,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-06,9.4,0,0,0,43,53,38,,120,120,17,21.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-07,6.93,0,0,0,48,63,40,,260,120,13,18.1,1,1,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-08,8.5,0,0,0,51,62,37,,360,350,23,28,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-09,15.43,0,0,0,36,41,29,,10,360,23.9,31.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-10,12.3,0,0,0,31,36,28,,80,80,21,27.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-11,22.15,0.59,5.8,0,32,34,27,,30,30,35.1,44.1,1,1,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-12,18.34,0.07,0.3,5.1,28,31,27,,340,350,25.1,35.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-13,6.49,0,0,3.9,32,41,23,,310,300,14.1,18.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-14,10.07,0,0,3.1,31,40,21,,180,150,18.1,23,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-15,13.87,0.09,0,0,35,43,32,,160,170,25.1,35.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-16,5.82,0,0,0,44,64,33,,210,210,10.1,13,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-17,12.3,0.12,0,0,49,54,43,,360,360,23,30,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-18,10.07,0.03,0,0,47,57,38,,350,350,21.9,29.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-19,12.75,0,0,0,47,64,32,,180,170,23,30,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-20,12.75,0.04,0,0,56,68,47,,150,160,23.9,30,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-21,14.32,0.04,0,0,55,64,47,,60,50,28,38,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-22,9.84,0,0,0,55,66,43,,360,350,21,30,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-23,11.18,0,0,0,53,70,34,,180,190,25.1,34,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-24,10.74,0,0,0,62,75,48,,320,340,21,29.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-25,15.88,0,0,0,56,66,38,,300,290,35.1,46.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-26,8.95,0,0,0,46,58,30,,340,10,23,33.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-27,8.5,0,0,0,48,58,39,,10,30,17,25.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-28,14.76,0.08,0,0,44,50,38,,120,130,30,48.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-29,12.3,0.13,0,0,40,44,36,,350,120,21.9,29.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-04-30,8.05,0.04,0,0,41,47,37,,50,70,17,23,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-01,5.14,0.1,0,0,40,45,38,,50,30,8.9,12.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-02,6.93,0.02,0,0,44,57,34,,150,150,17,25.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-03,12.75,0.01,0,0,49,64,38,,170,160,23.9,35.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-04,10.51,0,0,0,48,55,36,,350,310,21,30,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-05,9.84,0,0,0,44,54,32,,10,10,21,33.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-06,9.62,0,0,0,41,50,28,,360,20,18.1,27.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-07,4.03,0,0,0,42,60,24,,110,100,13,17,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-08,8.95,0.08,0,0,49,51,44,,40,40,18.1,25.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-09,16.11,0,0,0,47,58,34,,350,330,28,34,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-10,10.07,0,0,0,46,63,28,,190,190,21.9,29.1,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-11,14.09,0.04,0,0,56,69,45,,190,160,30,40,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-12,10.51,0,0,0,54,65,44,,150,140,17,23.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-13,11.63,0,0,0,58,74,45,,190,190,18.1,28,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-14,11.18,0,0,0,64,76,50,,360,350,21.9,29.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-15,13.42,0.13,0,0,62,82,36,,160,190,30,42.1,,,1,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-16,16.33,0,0,0,59,62,44,,340,340,29.1,38,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-17,12.97,0.05,0,0,51,62,39,,50,50,21.9,29.1,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-18,16.55,0.64,0,0,49,50,43,,50,40,31.1,42.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-19,12.3,0.06,0,0,45,55,40,,40,30,25.1,36,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-20,3.36,0,0,0,49,66,32,,80,110,10.1,15,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-21,14.32,0.08,0,0,57,70,41,,100,100,28,42.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-22,13.42,0.83,0,0,52,52,46,,70,70,23.9,36,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-23,9.17,0,0,0,50,57,47,,340,350,18.1,23,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-24,11.18,0.86,0,0,54,68,51,,200,210,28,36,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-25,8.28,0,0,0,56,62,45,,330,340,16.1,21.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-26,5.37,0,0,0,54,67,40,,340,340,17,21,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-27,13.42,0,0,0,56,67,47,,40,60,21,28,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-28,4.03,0,0,0,55,72,39,,30,20,13,18.1,1,1,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-29,6.04,0,0,0,64,83,46,,340,340,14.1,19,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-30,8.5,0,0,0,73,91,55,,300,330,21,31.1,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-31,13.42,0,0,0,71,79,54,,10,10,23.9,34,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-01,9.62,0,0,0,59,72,43,,340,320,21.9,30,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-02,6.49,0,0,0,61,75,46,,120,80,10.1,15,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-03,14.32,0,0,0,70,89,57,,210,210,21.9,30,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-04,14.32,0,0,0,76,92,66,,340,330,29.1,38.9,1,,1,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-05,9.17,0,0,0,73,85,58,,360,360,18.1,25.9,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-06,9.17,0.02,0,0,76,89,61,,290,150,21.9,29.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-07,18.79,0,0,0,80,96,68,,180,190,33.1,48.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-08,18.12,0.43,0,0,82,93,56,,240,240,53.9,74.9,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-09,11.41,0.02,0,0,61,71,51,,330,320,23,32,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-10,7.16,0,0,0,61,76,47,,50,20,14.1,19.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-11,10.51,0,0,0,65,78,53,,10,10,23,32,,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-12,11.63,0,0,0,58,69,44,,10,350,23,32,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-13,13.42,0,0,0,62,75,46,,190,210,23,30,,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-14,8.28,0.06,0,0,70,85,59,,320,320,18.1,31.1,1,,1,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-15,8.05,0.11,0,0,64,65,56,,110,80,21,25.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-16,8.95,0,0,0,60,69,53,,280,270,19.9,25.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-17,10.96,0,0,0,59,65,52,,340,290,18.1,25.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-18,6.71,0,0,0,62,75,49,,60,30,15,21,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-19,7.83,0.01,0,0,65,76,49,,320,310,16.1,21,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-20,8.5,0.52,0,0,63,69,55,,190,80,18.1,23.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-21,12.75,0.37,0,0,62,72,56,,130,130,25.1,36,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-22,10.29,0.35,0,0,63,64,55,,150,130,21.9,32,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-23,3.8,0,0,0,64,79,54,,270,310,8.9,14.1,1,1,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-24,8.95,0.01,0,0,69,79,61,,50,50,17,21.9,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-25,11.41,0,0,0,68,81,57,,280,280,25.1,35.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-26,6.93,0,0,0,72,87,57,,240,250,16.1,21.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-27,8.72,0.31,0,0,71,78,65,,200,210,25.1,33.1,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-28,8.05,0,0,0,72,84,61,,80,90,18.1,25.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-29,14.54,1.4,0,0,74,84,64,,30,30,57.9,81,1,1,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-30,6.93,0,0,0,78,86,70,,160,160,17,21.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-01,5.37,0,0,0,75,84,66,,350,20,13,16.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-02,7.61,0,0,0,75,87,61,,190,180,16.1,23.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-03,7.61,0.17,0,0,76,87,64,,340,350,21.9,31.1,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-04,9.62,0,0,0,71,81,62,,330,20,17,21.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-05,6.26,0.01,0,0,69,76,62,,30,20,13,17,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-06,7.38,0,0,0,68,78,55,,360,350,15,23,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-07,5.14,0,0,0,69,83,54,,150,140,15,21,1,,,,,,,1,,
